,fl_date,mkt_carrier_fl_num,origin_airport_id,dest_airport_id,carrier,origin,destination,distance,crs_dep_time,crs_arr_time,taxi_out,day_of_week,day_of_month,month,arr_delay,binary_delay,avg_month_payload_carrier,avg_month_psngr_carrier,avg_domest_cost_month_carrier,avg_domest_gallons_month_carrier,avg_dep_scheduled_monthly_airport
0,2018-06-19,1673,14771,14747,Alaska Airlines,"San Francisco, CA","Seattle, WA",679,1830,2035,14.0,1,19,6,2,1,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
1,2019-06-21,1138,14771,14100,Alaska Airlines,"San Francisco, CA","Philadelphia, PA",2521,2205,645,21.0,4,21,6,-20,0,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
2,2018-06-03,1743,14771,14747,Alaska Airlines,"San Francisco, CA","Seattle, WA",679,800,1005,25.0,6,3,6,2,1,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
3,2018-06-07,1924,14771,12892,Alaska Airlines,"San Francisco, CA","Los Angeles, CA",337,725,902,49.0,3,7,6,19,1,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
4,2018-06-12,1930,14771,12892,Alaska Airlines,"San Francisco, CA","Los Angeles, CA",337,1405,1540,10.0,1,12,6,-24,0,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
5,2019-06-13,1677,14771,14747,Alaska Airlines,"San Francisco, CA","Seattle, WA",679,1220,1435,18.0,3,13,6,17,1,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
6,2018-06-08,1204,14771,13930,Alaska Airlines,"San Francisco, CA","Chicago, IL",1846,1010,1629,16.0,4,8,6,-11,0,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
7,2019-06-25,1932,14771,12892,Alaska Airlines,"San Francisco, CA","Los Angeles, CA",337,1600,1740,30.0,1,25,6,13,1,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
8,2019-06-12,1088,14771,12264,Alaska Airlines,"San Francisco, CA","Washington, DC",2419,1545,2359,31.0,2,12,6,-12,0,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
9,2018-06-17,1930,14771,12892,Alaska Airlines,"San Francisco, CA","Los Angeles, CA",337,1405,1540,15.0,6,17,6,1,1,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
10,2018-06-14,453,14771,14747,Alaska Airlines,"San Francisco, CA","Seattle, WA",679,1315,1524,18.0,3,14,6,15,1,553850.0,3591.9428044280444,80408619.0,43054527.0,16430
11,2018-06-10,2379,14771,14869,United Airlines,"San Francisco, CA","Salt Lake City, UT",599,1152,1446,26.0,6,10,6,-16,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
12,2018-06-14,424,14771,11298,United Airlines,"San Francisco, CA","Dallas/Fort Worth, TX",1464,1253,1831,15.0,3,14,6,-25,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
13,2019-06-24,577,14771,11618,United Airlines,"San Francisco, CA","Newark, NJ",2565,720,1600,18.0,0,24,6,-16,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
14,2018-06-14,2031,14771,11292,United Airlines,"San Francisco, CA","Denver, CO",967,1759,2120,17.0,3,14,6,-1,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
15,2019-06-03,1227,14771,11292,United Airlines,"San Francisco, CA","Denver, CO",967,810,1146,22.0,0,3,6,-3,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
16,2018-06-17,351,14771,14747,United Airlines,"San Francisco, CA","Seattle, WA",679,2310,119,28.0,6,17,6,22,1,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
17,2019-06-25,1255,14771,11618,United Airlines,"San Francisco, CA","Newark, NJ",2565,55,920,19.0,1,25,6,0,1,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
18,2019-06-16,2339,14771,14107,United Airlines,"San Francisco, CA","Phoenix, AZ",651,1930,2131,16.0,6,16,6,-17,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
19,2019-06-13,1657,14771,14747,United Airlines,"San Francisco, CA","Seattle, WA",679,1935,2145,12.0,3,13,6,-26,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
20,2019-06-10,1841,14771,11298,United Airlines,"San Francisco, CA","Dallas/Fort Worth, TX",1464,2359,549,35.0,0,10,6,-17,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
21,2018-06-29,756,14771,11292,United Airlines,"San Francisco, CA","Denver, CO",967,500,822,14.0,4,29,6,1,1,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
22,2018-06-10,759,14771,14747,United Airlines,"San Francisco, CA","Seattle, WA",679,1252,1503,25.0,6,10,6,6,1,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
23,2018-06-23,2237,14771,13204,United Airlines,"San Francisco, CA","Orlando, FL",2446,2310,734,15.0,5,23,6,-4,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
24,2019-06-25,2242,14771,11292,United Airlines,"San Francisco, CA","Denver, CO",967,1606,1940,27.0,1,25,6,-9,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
25,2019-06-22,810,14771,12266,United Airlines,"San Francisco, CA","Houston, TX",1635,1604,2159,15.0,5,22,6,-28,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
26,2019-06-17,1204,14771,12266,United Airlines,"San Francisco, CA","Houston, TX",1635,2359,545,24.0,0,17,6,1,1,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
27,2019-06-04,727,14771,12264,United Airlines,"San Francisco, CA","Washington, DC",2419,1300,2110,17.0,1,4,6,-13,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
28,2018-06-04,624,14771,13930,United Airlines,"San Francisco, CA","Chicago, IL",1846,1040,1703,23.0,0,4,6,-18,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
29,2018-06-10,1072,14771,13930,United Airlines,"San Francisco, CA","Chicago, IL",1846,1940,146,25.0,6,10,6,-6,0,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
30,2019-06-06,583,14771,13930,United Airlines,"San Francisco, CA","Chicago, IL",1846,1959,200,43.0,3,6,6,11,1,400496.5,3183.2806722689074,251303283.0,147787575.0,16430
31,2019-06-14,3008,14771,13487,Delta Airlines,"San Francisco, CA","Minneapolis, MN",1589,800,1333,21.0,4,14,6,6,1,792258.0,5210.927216811891,414219712.0,182177909.0,16430
32,2019-06-28,1847,14771,13487,Delta Airlines,"San Francisco, CA","Minneapolis, MN",1589,610,1155,18.0,4,28,6,55,1,792258.0,5210.927216811891,414219712.0,182177909.0,16430
33,2019-06-14,854,14771,11433,Delta Airlines,"San Francisco, CA","Detroit, MI",2079,710,1447,16.0,4,14,6,-14,0,792258.0,5210.927216811891,414219712.0,182177909.0,16430
34,2019-06-25,745,14771,11433,Delta Airlines,"San Francisco, CA","Detroit, MI",2079,1138,1919,17.0,1,25,6,-10,0,792258.0,5210.927216811891,414219712.0,182177909.0,16430
35,2018-06-19,745,14771,11433,Delta Airlines,"San Francisco, CA","Detroit, MI",2079,1149,1924,24.0,1,19,6,9,1,792258.0,5210.927216811891,414219712.0,182177909.0,16430
36,2018-06-03,930,14771,11433,Delta Airlines,"San Francisco, CA","Detroit, MI",2079,1320,2110,26.0,6,3,6,-4,0,792258.0,5210.927216811891,414219712.0,182177909.0,16430
37,2019-06-15,1210,14771,10397,Delta Airlines,"San Francisco, CA","Atlanta, GA",2139,600,1338,14.0,5,15,6,-11,0,792258.0,5210.927216811891,414219712.0,182177909.0,16430
38,2019-06-23,1470,14771,14747,Delta Airlines,"San Francisco, CA","Seattle, WA",679,1415,1630,16.0,6,23,6,-9,0,792258.0,5210.927216811891,414219712.0,182177909.0,16430
39,2019-06-13,1344,14771,13487,Delta Airlines,"San Francisco, CA","Minneapolis, MN",1589,1304,1849,35.0,3,13,6,52,1,792258.0,5210.927216811891,414219712.0,182177909.0,16430
40,2018-06-05,1847,14771,13487,Delta Airlines,"San Francisco, CA","Minneapolis, MN",1589,615,1154,21.0,1,5,6,-13,0,792258.0,5210.927216811891,414219712.0,182177909.0,16430
41,2018-06-12,61,14771,10397,Delta Airlines,"San Francisco, CA","Atlanta, GA",2139,1431,2226,14.0,1,12,6,-28,0,792258.0,5210.927216811891,414219712.0,182177909.0,16430
42,2019-06-24,522,14771,14869,Delta Airlines,"San Francisco, CA","Salt Lake City, UT",599,1338,1630,14.0,0,24,6,2,1,792258.0,5210.927216811891,414219712.0,182177909.0,16430
43,2019-06-11,1241,14771,14869,Delta Airlines,"San Francisco, CA","Salt Lake City, UT",599,1646,1934,11.0,1,11,6,20,1,792258.0,5210.927216811891,414219712.0,182177909.0,16430
44,2019-06-11,336,14771,12892,Southwest Airlines,"San Francisco, CA","Los Angeles, CA",337,1800,1935,15.0,1,11,6,-17,0,1038000.0,5691.665745856353,330197128.0,176417715.0,16430
45,2018-06-11,1069,14771,12892,Southwest Airlines,"San Francisco, CA","Los Angeles, CA",337,2030,2205,16.0,0,11,6,-11,0,1038000.0,5691.665745856353,330197128.0,176417715.0,16430
46,2018-06-02,1106,14771,12889,Southwest Airlines,"San Francisco, CA","Las Vegas, NV",414,825,955,15.0,5,2,6,8,1,1038000.0,5691.665745856353,330197128.0,176417715.0,16430
47,2019-06-12,166,14771,12478,American Airlines,"San Francisco, CA","New York, NY",2586,1515,1,38.0,2,12,6,2,1,1111750.0,6108.955110497238,276199571.0,192398584.0,16430
48,2019-06-20,1768,14771,12892,American Airlines,"San Francisco, CA","Los Angeles, CA",337,1815,1948,15.0,3,20,6,-14,0,1111750.0,6108.955110497238,276199571.0,192398584.0,16430
49,2018-06-13,547,14771,14100,American Airlines,"San Francisco, CA","Philadelphia, PA",2521,2200,629,20.0,2,13,6,-11,0,1111750.0,6108.955110497238,276199571.0,192398584.0,16430
50,2019-06-21,390,14771,11298,American Airlines,"San Francisco, CA","Dallas/Fort Worth, TX",1464,755,1335,15.0,4,21,6,-7,0,1111750.0,6108.955110497238,276199571.0,192398584.0,16430
51,2018-06-11,1198,14771,11298,American Airlines,"San Francisco, CA","Dallas/Fort Worth, TX",1464,559,1143,20.0,0,11,6,-17,0,1111750.0,6108.955110497238,276199571.0,192398584.0,16430
52,2019-06-30,651,14771,14100,American Airlines,"San Francisco, CA","Philadelphia, PA",2521,1057,1935,39.0,6,30,6,3,1,1111750.0,6108.955110497238,276199571.0,192398584.0,16430
53,2019-06-11,428,14771,11057,American Airlines,"San Francisco, CA","Charlotte, NC",2296,2341,756,19.0,1,11,6,-11,0,1111750.0,6108.955110497238,276199571.0,192398584.0,16430
54,2019-06-07,2078,14771,12889,Frontier Airlines,"San Francisco, CA","Las Vegas, NV",414,1859,2044,14.0,4,7,6,-23,0,297600.0,1778.6303030303031,28792350.0,19559991.0,16430
55,2018-06-22,334,14771,10721,JetBlue Airways,"San Francisco, CA","Boston, MA",2704,1150,2037,17.0,4,22,6,-14,0,1084600.0,5127.461734693878,105581856.0,55411950.0,16430
56,2018-06-17,534,14771,10721,JetBlue Airways,"San Francisco, CA","Boston, MA",2704,1352,2237,41.0,6,17,6,24,1,1084600.0,5127.461734693878,105581856.0,55411950.0,16430
57,2018-06-03,334,14771,10721,JetBlue Airways,"San Francisco, CA","Boston, MA",2704,1147,2037,33.0,6,3,6,20,1,1084600.0,5127.461734693878,105581856.0,55411950.0,16430
58,2018-06-10,334,14771,10721,JetBlue Airways,"San Francisco, CA","Boston, MA",2704,1147,2037,24.0,6,10,6,-3,0,1084600.0,5127.461734693878,105581856.0,55411950.0,16430
59,2019-06-08,134,14771,10721,JetBlue Airways,"San Francisco, CA","Boston, MA",2704,2219,710,17.0,5,8,6,-38,0,1084600.0,5127.461734693878,105581856.0,55411950.0,16430
60,2018-06-11,3450,14771,14869,SkyWest Airlines,"San Francisco, CA","Salt Lake City, UT",599,1753,2035,15.0,0,11,6,3,1,347000.0,1687.8414937759337,11958643.0,6696044.0,16430
61,2019-06-21,643,14107,14747,Alaska Airlines,"Phoenix, AZ","Seattle, WA",1107,1925,2225,11.0,4,21,6,33,1,553850.0,3591.9428044280444,80408619.0,43054527.0,14745
62,2019-06-17,643,14107,14747,Alaska Airlines,"Phoenix, AZ","Seattle, WA",1107,1925,2225,9.0,0,17,6,42,1,553850.0,3591.9428044280444,80408619.0,43054527.0,14745
63,2019-06-26,1524,14107,13930,United Airlines,"Phoenix, AZ","Chicago, IL",1440,2359,518,11.0,2,26,6,24,1,400496.5,3183.2806722689074,251303283.0,147787575.0,14745
64,2018-06-04,2137,14107,12266,United Airlines,"Phoenix, AZ","Houston, TX",1009,835,1303,11.0,0,4,6,-7,0,400496.5,3183.2806722689074,251303283.0,147787575.0,14745
65,2019-06-02,235,14107,12266,United Airlines,"Phoenix, AZ","Houston, TX",1009,1405,1838,13.0,6,2,6,-7,0,400496.5,3183.2806722689074,251303283.0,147787575.0,14745
66,2018-06-14,425,14107,14747,Delta Airlines,"Phoenix, AZ","Seattle, WA",1107,1851,2155,15.0,3,14,6,-9,0,792258.0,5210.927216811891,414219712.0,182177909.0,14745
67,2019-06-04,1940,14107,14747,Delta Airlines,"Phoenix, AZ","Seattle, WA",1107,1121,1434,7.0,1,4,6,22,1,792258.0,5210.927216811891,414219712.0,182177909.0,14745
68,2019-06-07,1874,14107,13487,Delta Airlines,"Phoenix, AZ","Minneapolis, MN",1276,1135,1638,10.0,4,7,6,-17,0,792258.0,5210.927216811891,414219712.0,182177909.0,14745
69,2018-06-30,1874,14107,13487,Delta Airlines,"Phoenix, AZ","Minneapolis, MN",1276,1155,1700,12.0,5,30,6,-18,0,792258.0,5210.927216811891,414219712.0,182177909.0,14745
70,2019-06-17,487,14107,11433,Delta Airlines,"Phoenix, AZ","Detroit, MI",1671,2300,547,10.0,0,17,6,2,1,792258.0,5210.927216811891,414219712.0,182177909.0,14745
71,2019-06-15,1772,14107,10397,Delta Airlines,"Phoenix, AZ","Atlanta, GA",1587,1336,2024,8.0,5,15,6,-21,0,792258.0,5210.927216811891,414219712.0,182177909.0,14745
72,2019-06-08,5163,14107,12892,Southwest Airlines,"Phoenix, AZ","Los Angeles, CA",370,2030,2205,16.0,5,8,6,-4,0,1038000.0,5691.665745856353,330197128.0,176417715.0,14745
73,2018-06-21,174,14107,13232,Southwest Airlines,"Phoenix, AZ","Chicago, IL",1444,1955,115,6.0,3,21,6,-13,0,1038000.0,5691.665745856353,330197128.0,176417715.0,14745
74,2018-06-26,1859,14107,12889,Southwest Airlines,"Phoenix, AZ","Las Vegas, NV",255,2250,2355,6.0,1,26,6,-17,0,1038000.0,5691.665745856353,330197128.0,176417715.0,14745
75,2019-06-14,2520,14107,12889,Southwest Airlines,"Phoenix, AZ","Las Vegas, NV",255,1840,1940,7.0,4,14,6,0,1,1038000.0,5691.665745856353,330197128.0,176417715.0,14745
76,2018-06-09,2762,14107,14747,Southwest Airlines,"Phoenix, AZ","Seattle, WA",1107,845,1145,12.0,5,9,6,-17,0,1038000.0,5691.665745856353,330197128.0,176417715.0,14745
77,2018-06-13,2405,14107,12892,Southwest Airlines,"Phoenix, AZ","Los Angeles, CA",370,1645,1805,11.0,2,13,6,-9,0,1038000.0,5691.665745856353,330197128.0,176417715.0,14745
78,2018-06-14,1885,14107,11298,American Airlines,"Phoenix, AZ","Dallas/Fort Worth, TX",868,1105,1534,16.0,3,14,6,28,1,1111750.0,6108.955110497238,276199571.0,192398584.0,14745
79,2018-06-24,1439,14107,11618,American Airlines,"Phoenix, AZ","Newark, NJ",2133,2155,531,9.0,6,24,6,-16,0,1111750.0,6108.955110497238,276199571.0,192398584.0,14745
80,2019-06-29,760,14107,12892,American Airlines,"Phoenix, AZ","Los Angeles, CA",370,1013,1153,27.0,5,29,6,1,1,1111750.0,6108.955110497238,276199571.0,192398584.0,14745
81,2019-06-02,1439,14107,11618,American Airlines,"Phoenix, AZ","Newark, NJ",2133,2155,531,10.0,6,2,6,-20,0,1111750.0,6108.955110497238,276199571.0,192398584.0,14745
82,2018-06-28,1388,14107,12478,American Airlines,"Phoenix, AZ","New York, NY",2153,1526,2326,14.0,3,28,6,10,1,1111750.0,6108.955110497238,276199571.0,192398584.0,14745
83,2018-06-12,420,14107,11292,American Airlines,"Phoenix, AZ","Denver, CO",602,1505,1748,7.0,1,12,6,33,1,1111750.0,6108.955110497238,276199571.0,192398584.0,14745
84,2019-06-20,760,14107,12892,American Airlines,"Phoenix, AZ","Los Angeles, CA",370,1013,1153,26.0,3,20,6,-7,0,1111750.0,6108.955110497238,276199571.0,192398584.0,14745
85,2018-06-12,601,14107,13930,American Airlines,"Phoenix, AZ","Chicago, IL",1440,700,1232,9.0,1,12,6,-1,0,1111750.0,6108.955110497238,276199571.0,192398584.0,14745
86,2019-06-22,3282,14107,12266,SkyWest Airlines,"Phoenix, AZ","Houston, TX",1009,940,1427,17.0,5,22,6,-25,0,347000.0,1687.8414937759337,11958643.0,6696044.0,14745
87,2019-06-24,5217,14107,14771,SkyWest Airlines,"Phoenix, AZ","San Francisco, CA",651,1734,1934,12.0,0,24,6,-3,0,347000.0,1687.8414937759337,11958643.0,6696044.0,14745
88,2018-06-20,1486,12892,12889,Alaska Airlines,"Los Angeles, CA","Las Vegas, NV",236,1310,1430,26.0,2,20,6,-17,0,553850.0,3591.9428044280444,80408619.0,43054527.0,22639
89,2018-06-20,447,12892,14747,Alaska Airlines,"Los Angeles, CA","Seattle, WA",954,1510,1755,25.0,2,20,6,-4,0,553850.0,3591.9428044280444,80408619.0,43054527.0,22639
90,2019-06-08,387,12892,14747,Alaska Airlines,"Los Angeles, CA","Seattle, WA",954,1640,1929,26.0,5,8,6,6,1,553850.0,3591.9428044280444,80408619.0,43054527.0,22639
91,2018-06-04,1779,12892,14747,Alaska Airlines,"Los Angeles, CA","Seattle, WA",954,750,1037,21.0,0,4,6,-10,0,553850.0,3591.9428044280444,80408619.0,43054527.0,22639
92,2018-06-18,1128,12892,14100,Alaska Airlines,"Los Angeles, CA","Philadelphia, PA",2402,2055,516,17.0,0,18,6,-26,0,553850.0,3591.9428044280444,80408619.0,43054527.0,22639
93,2019-06-19,560,12892,12889,Alaska Airlines,"Los Angeles, CA","Las Vegas, NV",236,2025,2140,18.0,2,19,6,-10,0,553850.0,3591.9428044280444,80408619.0,43054527.0,22639
94,2019-06-14,1923,12892,14771,Alaska Airlines,"Los Angeles, CA","San Francisco, CA",337,1530,1700,17.0,4,14,6,-18,0,553850.0,3591.9428044280444,80408619.0,43054527.0,22639
95,2018-06-21,445,12892,14747,Alaska Airlines,"Los Angeles, CA","Seattle, WA",954,1850,2135,25.0,3,21,6,12,1,553850.0,3591.9428044280444,80408619.0,43054527.0,22639
96,2018-06-01,445,12892,14747,Alaska Airlines,"Los Angeles, CA","Seattle, WA",954,1850,2133,24.0,4,1,6,-4,0,553850.0,3591.9428044280444,80408619.0,43054527.0,22639
97,2018-06-18,2291,12892,13930,United Airlines,"Los Angeles, CA","Chicago, IL",1744,2359,550,22.0,0,18,6,-1,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
98,2019-06-16,2275,12892,12266,United Airlines,"Los Angeles, CA","Houston, TX",1379,712,1233,22.0,6,16,6,-2,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
99,2019-06-12,708,12892,14771,United Airlines,"Los Angeles, CA","San Francisco, CA",337,920,1103,19.0,2,12,6,6,1,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
100,2018-06-06,324,12892,12264,United Airlines,"Los Angeles, CA","Washington, DC",2288,811,1608,21.0,2,6,6,-2,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
101,2019-06-07,479,12892,11618,United Airlines,"Los Angeles, CA","Newark, NJ",2454,1415,2253,16.0,4,7,6,-20,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
102,2019-06-09,1711,12892,11292,United Airlines,"Los Angeles, CA","Denver, CO",862,1609,1938,14.0,6,9,6,-12,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
103,2018-06-15,661,12892,13930,United Airlines,"Los Angeles, CA","Chicago, IL",1744,1655,2248,17.0,4,15,6,-18,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
104,2019-06-08,460,12892,14771,United Airlines,"Los Angeles, CA","San Francisco, CA",337,1530,1657,26.0,5,8,6,-14,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
105,2018-06-15,2117,12892,11618,United Airlines,"Los Angeles, CA","Newark, NJ",2454,1105,1929,17.0,4,15,6,3,1,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
106,2019-06-25,2201,12892,14771,United Airlines,"Los Angeles, CA","San Francisco, CA",337,2115,2254,20.0,1,25,6,54,1,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
107,2018-06-27,393,12892,11292,United Airlines,"Los Angeles, CA","Denver, CO",862,812,1140,26.0,2,27,6,-8,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
108,2019-06-16,708,12892,14771,United Airlines,"Los Angeles, CA","San Francisco, CA",337,930,1113,47.0,6,16,6,11,1,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
109,2019-06-22,398,12892,14771,United Airlines,"Los Angeles, CA","San Francisco, CA",337,2245,10,16.0,5,22,6,-3,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
110,2018-06-30,411,12892,12264,United Airlines,"Los Angeles, CA","Washington, DC",2288,2340,735,17.0,5,30,6,-1,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
111,2019-06-01,1148,12892,12266,United Airlines,"Los Angeles, CA","Houston, TX",1379,1515,2029,10.0,5,1,6,-15,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
112,2019-06-02,1004,12892,14107,United Airlines,"Los Angeles, CA","Phoenix, AZ",370,2000,2130,15.0,6,2,6,-13,0,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
113,2019-06-11,1882,12892,11618,United Airlines,"Los Angeles, CA","Newark, NJ",2454,2115,513,31.0,1,11,6,9,1,400496.5,3183.2806722689074,251303283.0,147787575.0,22639
114,2018-06-29,2319,12892,10721,Delta Airlines,"Los Angeles, CA","Boston, MA",2611,1215,2103,10.0,4,29,6,-22,0,792258.0,5210.927216811891,414219712.0,182177909.0,22639
115,2018-06-03,2949,12892,14771,Delta Airlines,"Los Angeles, CA","San Francisco, CA",337,1920,2055,20.0,6,3,6,-19,0,792258.0,5210.927216811891,414219712.0,182177909.0,22639
116,2018-06-26,838,12892,14771,Delta Airlines,"Los Angeles, CA","San Francisco, CA",337,700,839,20.0,1,26,6,-28,0,792258.0,5210.927216811891,414219712.0,182177909.0,22639
117,2019-06-17,2204,12892,14869,Delta Airlines,"Los Angeles, CA","Salt Lake City, UT",590,1337,1629,25.0,0,17,6,12,1,792258.0,5210.927216811891,414219712.0,182177909.0,22639
118,2019-06-23,1526,12892,10721,Delta Airlines,"Los Angeles, CA","Boston, MA",2611,805,1645,19.0,6,23,6,-26,0,792258.0,5210.927216811891,414219712.0,182177909.0,22639
119,2018-06-12,1568,12892,14747,Delta Airlines,"Los Angeles, CA","Seattle, WA",954,1805,2045,8.0,1,12,6,-10,0,792258.0,5210.927216811891,414219712.0,182177909.0,22639
120,2018-06-26,1977,12892,11292,Delta Airlines,"Los Angeles, CA","Denver, CO",862,1940,2300,12.0,1,26,6,-7,0,792258.0,5210.927216811891,414219712.0,182177909.0,22639
121,2018-06-22,2613,12892,12478,Delta Airlines,"Los Angeles, CA","New York, NY",2475,2255,725,20.0,4,22,6,2,1,792258.0,5210.927216811891,414219712.0,182177909.0,22639
122,2019-06-24,336,12892,11298,Delta Airlines,"Los Angeles, CA","Dallas/Fort Worth, TX",1235,1219,1728,14.0,0,24,6,-20,0,792258.0,5210.927216811891,414219712.0,182177909.0,22639
123,2018-06-04,1876,12892,11433,Delta Airlines,"Los Angeles, CA","Detroit, MI",1979,1330,2059,17.0,0,4,6,-13,0,792258.0,5210.927216811891,414219712.0,182177909.0,22639
124,2019-06-24,620,12892,11292,Southwest Airlines,"Los Angeles, CA","Denver, CO",862,1720,2045,11.0,0,24,6,-7,0,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
125,2018-06-02,4008,12892,13232,Southwest Airlines,"Los Angeles, CA","Chicago, IL",1750,640,1240,8.0,5,2,6,-23,0,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
126,2018-06-15,2242,12892,11292,Southwest Airlines,"Los Angeles, CA","Denver, CO",862,1105,1435,10.0,4,15,6,-27,0,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
127,2018-06-22,1644,12892,10397,Southwest Airlines,"Los Angeles, CA","Atlanta, GA",1947,1330,2115,23.0,4,22,6,0,1,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
128,2019-06-12,2032,12892,11292,Southwest Airlines,"Los Angeles, CA","Denver, CO",862,2110,25,9.0,2,12,6,38,1,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
129,2019-06-26,2149,12892,12889,Southwest Airlines,"Los Angeles, CA","Las Vegas, NV",236,2255,5,18.0,2,26,6,9,1,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
130,2018-06-02,4735,12892,11292,Southwest Airlines,"Los Angeles, CA","Denver, CO",862,1300,1630,16.0,5,2,6,-14,0,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
131,2018-06-23,3487,12892,11292,Southwest Airlines,"Los Angeles, CA","Denver, CO",862,1100,1430,13.0,5,23,6,-21,0,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
132,2018-06-24,3930,12892,14107,Southwest Airlines,"Los Angeles, CA","Phoenix, AZ",370,1400,1535,7.0,6,24,6,-13,0,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
133,2018-06-25,2156,12892,14107,Southwest Airlines,"Los Angeles, CA","Phoenix, AZ",370,610,735,27.0,0,25,6,5,1,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
134,2018-06-08,1102,12892,12889,Southwest Airlines,"Los Angeles, CA","Las Vegas, NV",236,2155,2300,14.0,4,8,6,11,1,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
135,2019-06-10,335,12892,14771,Southwest Airlines,"Los Angeles, CA","San Francisco, CA",337,1555,1720,20.0,0,10,6,-6,0,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
136,2018-06-03,2579,12892,13232,Southwest Airlines,"Los Angeles, CA","Chicago, IL",1750,540,1145,7.0,6,3,6,-20,0,1038000.0,5691.665745856353,330197128.0,176417715.0,22639
137,2018-06-07,4,12892,12478,American Airlines,"Los Angeles, CA","New York, NY",2475,1130,2016,20.0,3,7,6,-28,0,1111750.0,6108.955110497238,276199571.0,192398584.0,22639
138,2018-06-02,32,12892,12478,American Airlines,"Los Angeles, CA","New York, NY",2475,1430,2309,18.0,5,2,6,-17,0,1111750.0,6108.955110497238,276199571.0,192398584.0,22639
139,2018-06-12,1992,12892,12266,American Airlines,"Los Angeles, CA","Houston, TX",1379,1930,52,19.0,1,12,6,3,1,1111750.0,6108.955110497238,276199571.0,192398584.0,22639
140,2019-06-07,1598,12892,13930,American Airlines,"Los Angeles, CA","Chicago, IL",1744,730,1345,18.0,4,7,6,-10,0,1111750.0,6108.955110497238,276199571.0,192398584.0,22639
141,2018-06-18,1799,12892,14100,American Airlines,"Los Angeles, CA","Philadelphia, PA",2402,810,1638,23.0,0,18,6,-6,0,1111750.0,6108.955110497238,276199571.0,192398584.0,22639
142,2019-06-03,382,12892,10721,American Airlines,"Los Angeles, CA","Boston, MA",2611,1415,2253,16.0,0,3,6,-16,0,1111750.0,6108.955110497238,276199571.0,192398584.0,22639
143,2019-06-20,2254,12892,11298,American Airlines,"Los Angeles, CA","Dallas/Fort Worth, TX",1235,2355,503,17.0,3,20,6,-16,0,1111750.0,6108.955110497238,276199571.0,192398584.0,22639
